,Defect,Charge,Formation Energy (eV),Concentration (cm^-3),Charge State Population,Total Concentration (cm^-3),Fermi Level,Electrons (cm^-3),Holes (cm^-3),Annealing Temperature,Quenched Temperature
19,Te_i_Td_Te2.83,-1,4.473,4.986164920883836e-18,0.0%,306513.52164481854,1.2392581957210653,9744795960190492.0,1.078884545338743,880.0,300.0
20,Te_i_Td_Te2.83,-2,6.37,3.4130612541150854e-50,0.0%,306513.52164481854,1.2392581957210653,9744795960190492.0,1.078884545338743,880.0,300.0
21,v_Cd,0,3.15,1.372398020783127e-17,0.0%,161875650.7909816,1.2392581957210653,9744795960190492.0,1.078884545338743,880.0,300.0
22,v_Cd,-1,2.453,9.227227568089412e-06,0.0%,161875650.7909816,1.2392581957210653,9744795960190492.0,1.078884545338743,880.0,300.0
23,v_Cd,-2,1.611,161875650.79097238,100.0%,161875650.7909816,1.2392581957210653,9744795960190492.0,1.078884545338743,880.0,300.0
24,v_Te,2,2.123,196849479.99994245,0.0%,536256922392840.5,1.2392581957210653,9744795960190492.0,1.078884545338743,880.0,300.0
25,v_Te,1,2.573,10.968796933522816,0.0%,536256922392840.5,1.2392581957210653,9744795960190492.0,1.078884545338743,880.0,300.0
26,v_Te,0,1.787,536256725528639.1,100.0%,536256922392840.5,1.2392581957210653,9744795960190492.0,1.078884545338743,880.0,300.0
27,v_Te,-1,2.451,14709.000386818392,0.0%,536256922392840.5,1.2392581957210653,9744795960190492.0,1.078884545338743,880.0,300.0
28,v_Te,-2,2.672,1.4262476282565015,0.0%,536256922392840.5,1.2392581957210653,9744795960190492.0,1.078884545338743,880.0,300.0
0,Cd_Te,2,2.62,13383684.013775742,0.0%,2216202563125.1777,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
1,Cd_Te,1,2.437,191433128093.1804,8.6%,2216202563125.1777,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
2,Cd_Te,0,2.376,2024756051325.6682,91.4%,2216202563125.1777,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
3,Cd_Te,-1,2.982,22.315419059509175,0.0%,2216202563125.1777,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
4,Cd_Te,-2,3.62,5.148383528852998e-09,0.0%,2216202563125.1777,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
5,Cd_i_Td_Cd2.83,2,2.451,2933492.9355267286,0.0%,32703560308745.08,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
6,Cd_i_Td_Cd2.83,1,2.05,32438201141036.62,99.2%,32703560308745.08,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,265356234215.52316,0.8%,32703560308745.08,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
8,Cd_i_Td_Te2.83,2,1.968,6158719481473960.0,98.2%,6269167188808400.0,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
9,Cd_i_Td_Te2.83,1,2.09,110447685730788.03,1.8%,6269167188808400.0,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,21603652.260161445,0.0%,6269167188808400.0,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
11,Te_Cd,2,6.142,2.2339093348920716e-37,0.0%,3.7364471896016975,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
12,Te_Cd,1,4.93,3.9886173538127794e-16,0.0%,3.7364471896016975,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
13,Te_Cd,0,3.962,3.736022752607891,100.0%,3.7364471896016975,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
14,Te_Cd,-1,4.243,0.00042438350387815504,0.0%,3.7364471896016975,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
15,Te_Cd,-2,4.457,5.348992790256099e-08,0.0%,3.7364471896016975,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
16,Te_i_Td_Te2.83,2,5.306,6.477935410446966e-32,0.0%,760098.8919154909,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
17,Te_i_Td_Te2.83,1,4.095,1.4105541845510041e-11,0.0%,760098.8919154909,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
18,Te_i_Td_Te2.83,0,3.099,760098.8919154909,100.0%,760098.8919154909,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
19,Te_i_Td_Te2.83,-1,4.467,1.5812633599347663e-17,0.0%,760098.8919154909,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
20,Te_i_Td_Te2.83,-2,6.357,1.3841997255598894e-49,0.0%,760098.8919154909,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
21,v_Cd,0,3.15,1.8684828827498144e-17,0.0%,360433195.87517536,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
22,v_Cd,-1,2.447,1.6065615897700498e-05,0.0%,360433195.87517536,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
23,v_Cd,-2,1.598,360433195.8751593,100.0%,360433195.87517536,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
24,v_Te,2,2.136,162263575.19302595,0.0%,722925980868702.2,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
25,v_Te,1,2.579,11.562796239101031,0.0%,722925980868702.2,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
26,v_Te,0,1.787,722925818579754.0,100.0%,722925980868702.2,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
27,v_Te,-1,2.445,25358.3650883618,0.0%,722925980868702.2,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
28,v_Te,-2,2.659,3.1444893873897897,0.0%,722925980868702.2,1.2456166367120345,1.2460515919214204e+16,0.8436413630338303,900.0,300.0
0,Cd_Te,2,2.633,13520672.75225693,0.0%,3512384624494.319,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
1,Cd_Te,1,2.443,244443378802.52423,7.0%,3512384624494.319,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
2,Cd_Te,0,2.376,3267927724973.5186,93.0%,3512384624494.319,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
3,Cd_Te,-1,2.976,45.52430656805094,0.0%,3512384624494.319,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
4,Cd_Te,-2,3.608,1.3275403795575817e-08,0.0%,3512384624494.319,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
5,Cd_i_Td_Cd2.83,2,2.463,3453701.9059482045,0.0%,48771105793020.734,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
6,Cd_i_Td_Cd2.83,1,2.056,48271980918188.15,99.0%,48771105793020.734,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,499121421130.68085,1.0%,48771105793020.734,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
8,Cd_i_Td_Te2.83,2,1.98,7761486069768808.0,97.8%,7937420055640825.0,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
9,Cd_i_Td_Te2.83,1,2.096,175933942375072.38,2.2%,7937420055640825.0,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,43496944.211106464,0.0%,7937420055640825.0,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
11,Te_Cd,2,6.154,4.2465326855742e-37,0.0%,11.347963011710107,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
12,Te_Cd,1,4.937,9.583626017862258e-16,0.0%,11.347963011710107,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
13,Te_Cd,0,3.962,11.34633366963991,100.0%,11.347963011710107,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
14,Te_Cd,-1,4.237,0.0016290825356574117,0.0%,11.347963011710107,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
15,Te_Cd,-2,4.445,2.595345385333525e-07,0.0%,11.347963011710107,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
16,Te_i_Td_Te2.83,2,5.318,9.665734454182959e-32,0.0%,1811946.8564427837,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
17,Te_i_Td_Te2.83,1,4.101,2.6602752559702122e-11,0.0%,1811946.8564427837,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
18,Te_i_Td_Te2.83,0,3.099,1811946.8564427837,100.0%,1811946.8564427837,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
19,Te_i_Td_Te2.83,-1,4.461,4.764508646802838e-17,0.0%,1811946.8564427837,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
20,Te_i_Td_Te2.83,-2,6.345,5.271706529887728e-49,0.0%,1811946.8564427837,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
21,v_Cd,0,3.15,2.5172557711767984e-17,0.0%,775782742.8109964,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
22,v_Cd,-1,2.441,2.735735816194894e-05,0.0%,775782742.8109964,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
23,v_Cd,-2,1.586,775782742.810969,100.0%,775782742.8109964,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
24,v_Te,2,2.148,135134621.74043766,0.0%,961870258672972.5,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
25,v_Te,1,2.585,12.171581665503004,0.0%,961870258672972.5,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
26,v_Te,0,1.787,961870123495685.5,100.0%,961870258672972.5,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
27,v_Te,-1,2.439,42646.41269041045,0.0%,961870258672972.5,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
28,v_Te,-2,2.647,6.684207811264704,0.0%,961870258672972.5,1.251672769625498,1.5747421258819696e+16,0.6674508792986871,920.0,300.0
0,Cd_Te,2,2.644,13663888.050121736,0.0%,5470726541360.327,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
1,Cd_Te,1,2.449,308840111946.0432,5.6%,5470726541360.327,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
2,Cd_Te,0,2.376,5161872765436.333,94.4%,5470726541360.327,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
3,Cd_Te,-1,2.97,89.89957141140802,0.0%,5470726541360.327,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
4,Cd_Te,-2,3.597,3.277490573226215e-08,0.0%,5470726541360.327,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
5,Cd_i_Td_Cd2.83,2,2.475,4040051.9487954793,0.0%,71508016170022.17,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
6,Cd_i_Td_Cd2.83,1,2.061,70595440071343.2,98.7%,71508016170022.17,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,912572058627.0171,1.3%,71508016170022.17,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
8,Cd_i_Td_Te2.83,2,1.991,9669482059113052.0,97.2%,9943505381654860.0,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
9,Cd_i_Td_Te2.83,1,2.101,274023237843266.0,2.8%,9943505381654860.0,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,84698542.30631723,0.0%,9943505381654860.0,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
11,Te_Cd,2,6.165,7.870815567371367e-37,0.0%,32.87589914453705,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
12,Te_Cd,1,4.942,2.2207238257173416e-15,0.0%,32.87589914453705,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
13,Te_Cd,0,3.962,32.86999777062765,100.0%,32.87589914453705,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
14,Te_Cd,-1,4.231,0.005900198746306408,0.0%,32.87589914453705,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
15,Te_Cd,-2,4.434,1.175163093752485e-06,0.0%,32.87589914453705,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
16,Te_i_Td_Te2.83,2,5.329,1.4206948231587823e-31,0.0%,4162653.4177823234,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
17,Te_i_Td_Te2.83,1,4.107,4.888458613369432e-11,0.0%,4162653.4177823234,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
18,Te_i_Td_Te2.83,0,3.099,4162653.4177823234,100.0%,4162653.4177823234,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
19,Te_i_Td_Te2.83,-1,4.455,1.3684292420905767e-16,0.0%,4162653.4177823234,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
20,Te_i_Td_Te2.83,-2,6.334,1.89293142726974e-48,0.0%,4162653.4177823234,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
21,v_Cd,0,3.15,3.357993662211886e-17,0.0%,1617526857.093799,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
22,v_Cd,-1,2.435,4.562533986914431e-05,0.0%,1617526857.093799,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
23,v_Cd,-2,1.575,1617526857.0937536,100.0%,1617526857.093799,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
24,v_Te,2,2.16,113645523.60366923,0.0%,1264331729073721.5,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
25,v_Te,1,2.591,12.797117288510636,0.0%,1264331729073721.5,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
26,v_Te,0,1.787,1264331615358089.2,100.0%,1264331729073721.5,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
27,v_Te,-1,2.433,70082.00160691504,0.0%,1264331729073721.5,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
28,v_Te,-2,2.636,13.732618806025872,0.0%,1264331729073721.5,1.2574456087786703,1.9683888663826908e+16,0.5338753634531291,940.0,300.0
0,Cd_Te,2,2.655,13823840.776146239,0.0%,8382815364871.923,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
1,Cd_Te,1,2.455,386632407024.45013,4.6%,8382815364871.923,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
2,Cd_Te,0,2.376,7996169133834.374,95.4%,8382815364871.923,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
3,Cd_Te,-1,2.965,172.32267264610766,0.0%,8382815364871.923,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
4,Cd_Te,-2,3.586,7.773853927725163e-08,0.0%,8382815364871.923,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
5,Cd_i_Td_Cd2.83,2,2.486,4697217.788400708,0.0%,103188754386867.42,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
6,Cd_i_Td_Cd2.83,1,2.067,101564169462488.45,98.4%,103188754386867.42,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,1624580227161.1829,1.6%,103188754386867.42,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
8,Cd_i_Td_Te2.83,2,2.002,1.1915932813311194e+16,96.6%,1.2333784844691402e+16,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
9,Cd_i_Td_Te2.83,1,2.107,417851871563928.9,3.4%,1.2333784844691402e+16,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,159816280.30954677,0.0%,1.2333784844691402e+16,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
11,Te_Cd,2,6.176,1.4247107895232082e-36,0.0%,91.12202796446685,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
12,Te_Cd,1,4.948,4.974067260743057e-15,0.0%,91.12202796446685,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
13,Te_Cd,0,3.962,91.10178794094874,100.0%,91.12202796446685,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
14,Te_Cd,-1,4.226,0.020235036446341503,0.0%,91.12202796446685,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
15,Te_Cd,-2,4.422,4.987071767826748e-06,0.0%,91.12202796446685,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
16,Te_i_Td_Te2.83,2,5.34,2.059008381556129e-31,0.0%,9237358.90855033,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
17,Te_i_Td_Te2.83,1,4.112,8.766765370797604e-11,0.0%,9237358.90855033,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
18,Te_i_Td_Te2.83,0,3.099,9237358.90855033,100.0%,9237358.90855033,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
19,Te_i_Td_Te2.83,-1,4.45,3.7575955709598607e-16,0.0%,9237358.90855033,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
20,Te_i_Td_Te2.83,-2,6.323,6.43180242414616e-48,0.0%,9237358.90855033,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
21,v_Cd,0,3.15,4.438295345548609e-17,0.0%,3273467817.1294107,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
22,v_Cd,-1,2.43,7.461953933410468e-05,0.0%,3273467817.1294107,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
23,v_Cd,-2,1.564,3273467817.1293364,100.0%,3273467817.1294107,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
24,v_Te,2,2.171,96468406.55022217,0.0%,1643289358436225.8,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
25,v_Te,1,2.597,13.441726224993957,0.0%,1643289358436225.8,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
26,v_Te,0,1.787,1643289261855066.5,100.0%,1643289358436225.8,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
27,v_Te,-1,2.427,112711.86628087857,0.0%,1643289358436225.8,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
28,v_Te,-2,2.625,27.329182000178207,0.0%,1643289358436225.8,1.2629524061500736,2.4351661982975204e+16,0.43144928725648596,960.0,300.0
0,Cd_Te,2,2.666,14008041.214563007,0.0%,12648732469567.605,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
1,Cd_Te,1,2.46,480122270357.7935,3.8%,12648732469567.605,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
2,Cd_Te,0,2.376,12168596190847.227,96.2%,12648732469567.605,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
3,Cd_Te,-1,2.96,321.3703749341248,0.0%,12648732469567.605,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
4,Cd_Te,-2,3.575,1.776661550020783e-07,0.0%,12648732469567.605,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
5,Cd_i_Td_Cd2.83,2,2.496,5429784.609481458,0.0%,146695952304531.66,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
6,Cd_i_Td_Cd2.83,1,2.072,143875662584360.56,98.1%,146695952304531.66,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,2820284290386.492,1.9%,146695952304531.66,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
8,Cd_i_Td_Te2.83,2,2.013,1.4533026702046094e+16,95.9%,1.515755984537915e+16,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
9,Cd_i_Td_Te2.83,1,2.112,624532850608695.1,4.1%,1.515755984537915e+16,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,292724359.14450836,0.0%,1.515755984537915e+16,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
11,Te_Cd,2,6.187,2.522363763721564e-36,0.0%,242.29026147429832,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
12,Te_Cd,1,4.953,1.0791891466073316e-14,0.0%,242.29026147429832,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
13,Te_Cd,0,3.962,242.2243090331147,100.0%,242.29026147429832,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
14,Te_Cd,-1,4.22,0.06593252774482844,0.0%,242.29026147429832,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
15,Te_Cd,-2,4.412,1.9913438781150432e-05,0.0%,242.29026147429832,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
16,Te_i_Td_Te2.83,2,5.351,2.945099982154477e-31,0.0%,19842645.178687684,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
17,Te_i_Td_Te2.83,1,4.117,1.5366898474611286e-10,0.0%,19842645.178687684,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
18,Te_i_Td_Te2.83,0,3.099,19842645.178687684,100.0%,19842645.178687684,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
19,Te_i_Td_Te2.83,-1,4.444,9.89160336610928e-16,0.0%,19842645.178687684,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
20,Te_i_Td_Te2.83,-2,6.312,2.074886109976569e-47,0.0%,19842645.178687684,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
21,v_Cd,0,3.15,5.815536879954877e-17,0.0%,6441566738.759037,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
22,v_Cd,-1,2.424,0.00011982048932086944,0.0%,6441566738.759037,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
23,v_Cd,-2,1.553,6441566738.758918,100.0%,6441566738.759037,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
24,v_Te,2,2.181,82621570.8510676,0.0%,2113645732183113.2,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
25,v_Te,1,2.602,14.10809249756507,0.0%,2113645732183113.2,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
26,v_Te,0,1.787,2113645649383814.2,100.0%,2113645732183113.2,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
27,v_Te,-1,2.422,177661.25003647598,0.0%,2113645732183113.2,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
28,v_Te,-2,2.614,52.79035900005882,0.0%,2113645732183113.2,1.2682088821311426,2.9834929360359716e+16,0.35206661600885186,980.0,300.0
0,Cd_Te,2,2.676,14221897.96394748,0.0%,18810073182337.984,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
1,Cd_Te,1,2.465,591934318370.7206,3.1%,18810073182337.984,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
2,Cd_Te,0,2.376,18218124641485.03,96.9%,18810073182337.984,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
3,Cd_Te,-1,2.955,584.2659134918043,0.0%,18810073182337.984,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
4,Cd_Te,-2,3.565,3.922391463697082e-07,0.0%,18810073182337.984,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
5,Cd_i_Td_Cd2.83,2,2.506,6242193.668238622,0.0%,205636528099854.25,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
6,Cd_i_Td_Cd2.83,1,2.077,200855391698450.03,97.7%,205636528099854.25,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,4781130159210.557,2.3%,205636528099854.25,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
8,Cd_i_Td_Te2.83,2,2.023,1.7551003836574088e+16,95.0%,1.8466893051823544e+16,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
9,Cd_i_Td_Te2.83,1,2.117,915888693949371.2,5.0%,1.8466893051823544e+16,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,521300084.7199037,0.0%,1.8466893051823544e+16,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
11,Te_Cd,2,6.197,4.373866789709652e-36,0.0%,619.586835262463,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
12,Te_Cd,1,4.958,2.2724635363309604e-14,0.0%,619.586835262463,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
13,Te_Cd,0,3.962,619.382029874682,100.0%,619.586835262463,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
14,Te_Cd,-1,4.215,0.204730299842575,0.0%,619.586835262463,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
15,Te_Cd,-2,4.402,7.508793839399412e-05,0.0%,619.586835262463,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
16,Te_i_Td_Te2.83,2,5.361,4.160932092390602e-31,0.0%,41340259.02273752,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
17,Te_i_Td_Te2.83,1,4.123,2.636442645706139e-10,0.0%,41340259.02273752,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
18,Te_i_Td_Te2.83,0,3.099,41340259.02273752,100.0%,41340259.02273752,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
19,Te_i_Td_Te2.83,-1,4.439,2.5025446889284257e-15,0.0%,41340259.02273752,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
20,Te_i_Td_Te2.83,-2,6.302,6.374570553925461e-47,0.0%,41340259.02273752,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
21,v_Cd,0,3.15,7.558537984929336e-17,0.0%,12345893845.29818,1.2732294317196506,3.6219319184734424e+16,0.28992343729060327,1000.0,300.0
